date,theta0,theta1,theta2,theta3,lambda1,lambda2,raw_data_json
2025-01-31,1.194804,1.425386,-0.080747,5.006776,0.759375,11.749135,"{""date"": ""2025-01-31"", ""period"": ""31 Jan 2025"", ""beta0"": 1.194804, ""beta1"": 1.425386, ""beta2"": -0.080747, ""beta3"": 5.006776, ""tau1"": 0.759375, ""tau2"": 11.749135}"
2025-02-03,1.161582,1.424158,0.250856,4.844277,0.577046,11.860045,"{""date"": ""2025-02-03"", ""period"": ""03 Feb 2025"", ""beta0"": 1.161582, ""beta1"": 1.424158, ""beta2"": 0.250856, ""beta3"": 4.844277, ""tau1"": 0.577046, ""tau2"": 11.860045}"
2025-02-04,1.267475,1.333554,-0.024484,4.603184,0.604257,11.825802,"{""date"": ""2025-02-04"", ""period"": ""04 Feb 2025"", ""beta0"": 1.267475, ""beta1"": 1.333554, ""beta2"": -0.024484, ""beta3"": 4.603184, ""tau1"": 0.604257, ""tau2"": 11.825802}"
2025-02-05,1.252051,1.30626,0.031969,4.432149,0.653858,11.977719,"{""date"": ""2025-02-05"", ""period"": ""05 Feb 2025"", ""beta0"": 1.252051, ""beta1"": 1.30626, ""beta2"": 0.031969, ""beta3"": 4.432149, ""tau1"": 0.653858, ""tau2"": 11.977719}"
2025-02-06,1.264546,1.2818,-0.091952,4.437576,0.737296,12.215135,"{""date"": ""2025-02-06"", ""period"": ""06 Feb 2025"", ""beta0"": 1.264546, ""beta1"": 1.2818, ""beta2"": -0.091952, ""beta3"": 4.437576, ""tau1"": 0.737296, ""tau2"": 12.215135}"
2025-02-07,1.21185,1.317191,0.511306,4.707716,0.506989,11.783512,"{""date"": ""2025-02-07"", ""period"": ""07 Feb 2025"", ""beta0"": 1.21185, ""beta1"": 1.317191, ""beta2"": 0.511306, ""beta3"": 4.707716, ""tau1"": 0.506989, ""tau2"": 11.783512}"
2025-02-10,1.212909,1.298094,-0.965995,4.694932,1.357673,11.363146,"{""date"": ""2025-02-10"", ""period"": ""10 Feb 2025"", ""beta0"": 1.212909, ""beta1"": 1.298094, ""beta2"": -0.965995, ""beta3"": 4.694932, ""tau1"": 1.357673, ""tau2"": 11.363146}"
2025-02-11,1.212844,1.304704,-0.600542,4.877068,1.137104,11.639181,"{""date"": ""2025-02-11"", ""period"": ""11 Feb 2025"", ""beta0"": 1.212844, ""beta1"": 1.304704, ""beta2"": -0.600542, ""beta3"": 4.877068, ""tau1"": 1.137104, ""tau2"": 11.639181}"
2025-02-12,1.213474,1.299725,0.192661,5.010067,0.694996,11.743772,"{""date"": ""2025-02-12"", ""period"": ""12 Feb 2025"", ""beta0"": 1.213474, ""beta1"": 1.299725, ""beta2"": 0.192661, ""beta3"": 5.010067, ""tau1"": 0.694996, ""tau2"": 11.743772}"
2025-02-13,1.186669,1.321474,-0.526049,4.892263,1.162401,11.658288,"{""date"": ""2025-02-13"", ""period"": ""13 Feb 2025"", ""beta0"": 1.186669, ""beta1"": 1.321474, ""beta2"": -0.526049, ""beta3"": 4.892263, ""tau1"": 1.162401, ""tau2"": 11.658288}"
2025-02-14,1.138093,1.319795,-0.862313,5.101119,1.641079,11.188052,"{""date"": ""2025-02-14"", ""period"": ""14 Feb 2025"", ""beta0"": 1.138093, ""beta1"": 1.319795, ""beta2"": -0.862313, ""beta3"": 5.101119, ""tau1"": 1.641079, ""tau2"": 11.188052}"
2025-02-17,1.124026,1.320641,-0.236286,5.287639,1.145744,11.842503,"{""date"": ""2025-02-17"", ""period"": ""17 Feb 2025"", ""beta0"": 1.124026, ""beta1"": 1.320641, ""beta2"": -0.236286, ""beta3"": 5.287639, ""tau1"": 1.145744, ""tau2"": 11.842503}"
2025-02-18,1.138319,1.300451,0.036983,5.261009,0.903617,11.695292,"{""date"": ""2025-02-18"", ""period"": ""18 Feb 2025"", ""beta0"": 1.138319, ""beta1"": 1.300451, ""beta2"": 0.036983, ""beta3"": 5.261009, ""tau1"": 0.903617, ""tau2"": 11.695292}"
2025-02-19,1.114178,1.279939,0.006042,5.484162,1.115121,11.728751,"{""date"": ""2025-02-19"", ""period"": ""19 Feb 2025"", ""beta0"": 1.114178, ""beta1"": 1.279939, ""beta2"": 0.006042, ""beta3"": 5.484162, ""tau1"": 1.115121, ""tau2"": 11.728751}"
2025-02-20,1.115452,1.234947,-0.089276,5.492118,1.204188,11.831479,"{""date"": ""2025-02-20"", ""period"": ""20 Feb 2025"", ""beta0"": 1.115452, ""beta1"": 1.234947, ""beta2"": -0.089276, ""beta3"": 5.492118, ""tau1"": 1.204188, ""tau2"": 11.831479}"
2025-02-21,1.08584,1.301511,0.004444,5.373316,0.953992,11.671028,"{""date"": ""2025-02-21"", ""period"": ""21 Feb 2025"", ""beta0"": 1.08584, ""beta1"": 1.301511, ""beta2"": 0.004444, ""beta3"": 5.373316, ""tau1"": 0.953992, ""tau2"": 11.671028}"
2025-02-24,1.069631,1.325922,0.179997,5.463573,0.810533,11.801608,"{""date"": ""2025-02-24"", ""period"": ""24 Feb 2025"", ""beta0"": 1.069631, ""beta1"": 1.325922, ""beta2"": 0.179997, ""beta3"": 5.463573, ""tau1"": 0.810533, ""tau2"": 11.801608}"
2025-02-25,1.076852,1.328297,0.095037,5.430934,0.829212,11.852513,"{""date"": ""2025-02-25"", ""period"": ""25 Feb 2025"", ""beta0"": 1.076852, ""beta1"": 1.328297, ""beta2"": 0.095037, ""beta3"": 5.430934, ""tau1"": 0.829212, ""tau2"": 11.852513}"
2025-02-26,1.062412,1.297333,0.114401,5.406275,0.889004,12.024734,"{""date"": ""2025-02-26"", ""period"": ""26 Feb 2025"", ""beta0"": 1.062412, ""beta1"": 1.297333, ""beta2"": 0.114401, ""beta3"": 5.406275, ""tau1"": 0.889004, ""tau2"": 12.024734}"
2025-02-27,1.054996,1.291929,-1.10743,5.552182,1.878421,11.146285,"{""date"": ""2025-02-27"", ""period"": ""27 Feb 2025"", ""beta0"": 1.054996, ""beta1"": 1.291929, ""beta2"": -1.10743, ""beta3"": 5.552182, ""tau1"": 1.878421, ""tau2"": 11.146285}"
2025-02-28,1.055938,1.268664,-0.925691,5.455759,1.752026,11.63478,"{""date"": ""2025-02-28"", ""period"": ""28 Feb 2025"", ""beta0"": 1.055938, ""beta1"": 1.268664, ""beta2"": -0.925691, ""beta3"": 5.455759, ""tau1"": 1.752026, ""tau2"": 11.63478}"
2025-03-03,1.051899,1.313985,-0.824102,5.868785,1.675106,11.808039,"{""date"": ""2025-03-03"", ""period"": ""03 Mar 2025"", ""beta0"": 1.051899, ""beta1"": 1.313985, ""beta2"": -0.824102, ""beta3"": 5.868785, ""tau1"": 1.675106, ""tau2"": 11.808039}"
2025-03-04,1.058535,1.325212,-1.338403,6.050771,1.865948,11.59258,"{""date"": ""2025-03-04"", ""period"": ""04 Mar 2025"", ""beta0"": 1.058535, ""beta1"": 1.325212, ""beta2"": -1.338403, ""beta3"": 6.050771, ""tau1"": 1.865948, ""tau2"": 11.59258}"
2025-03-05,1.166206,1.183142,0.047464,6.136822,0.948394,11.685622,"{""date"": ""2025-03-05"", ""period"": ""05 Mar 2025"", ""beta0"": 1.166206, ""beta1"": 1.183142, ""beta2"": 0.047464, ""beta3"": 6.136822, ""tau1"": 0.948394, ""tau2"": 11.685622}"
2025-03-06,1.304535,1.043235,-0.038423,6.07208,0.974057,10.988749,"{""date"": ""2025-03-06"", ""period"": ""06 Mar 2025"", ""beta0"": 1.304535, ""beta1"": 1.043235, ""beta2"": -0.038423, ""beta3"": 6.07208, ""tau1"": 0.974057, ""tau2"": 10.988749}"
2025-03-07,1.305118,1.062387,0.077284,5.931187,0.809057,11.504674,"{""date"": ""2025-03-07"", ""period"": ""07 Mar 2025"", ""beta0"": 1.305118, ""beta1"": 1.062387, ""beta2"": 0.077284, ""beta3"": 5.931187, ""tau1"": 0.809057, ""tau2"": 11.504674}"
2025-03-10,1.343446,1.062961,-0.552817,5.872236,1.17961,11.437822,"{""date"": ""2025-03-10"", ""period"": ""10 Mar 2025"", ""beta0"": 1.343446, ""beta1"": 1.062961, ""beta2"": -0.552817, ""beta3"": 5.872236, ""tau1"": 1.17961, ""tau2"": 11.437822}"
2025-03-11,1.361109,1.081574,-0.61394,6.030799,1.07055,11.135183,"{""date"": ""2025-03-11"", ""period"": ""11 Mar 2025"", ""beta0"": 1.361109, ""beta1"": 1.081574, ""beta2"": -0.61394, ""beta3"": 6.030799, ""tau1"": 1.07055, ""tau2"": 11.135183}"
2025-03-12,1.341962,1.072455,-0.275877,6.083501,0.935969,11.437568,"{""date"": ""2025-03-12"", ""period"": ""12 Mar 2025"", ""beta0"": 1.341962, ""beta1"": 1.072455, ""beta2"": -0.275877, ""beta3"": 6.083501, ""tau1"": 0.935969, ""tau2"": 11.437568}"
2025-03-13,1.321451,1.067635,0.403087,6.149616,0.494022,11.675923,"{""date"": ""2025-03-13"", ""period"": ""13 Mar 2025"", ""beta0"": 1.321451, ""beta1"": 1.067635, ""beta2"": 0.403087, ""beta3"": 6.149616, ""tau1"": 0.494022, ""tau2"": 11.675923}"
2025-03-14,1.304663,1.042136,-0.979258,6.422936,1.760448,11.058563,"{""date"": ""2025-03-14"", ""period"": ""14 Mar 2025"", ""beta0"": 1.304663, ""beta1"": 1.042136, ""beta2"": -0.979258, ""beta3"": 6.422936, ""tau1"": 1.760448, ""tau2"": 11.058563}"
2025-03-17,1.288839,1.028877,0.365553,6.041502,0.602321,11.674829,"{""date"": ""2025-03-17"", ""period"": ""17 Mar 2025"", ""beta0"": 1.288839, ""beta1"": 1.028877, ""beta2"": 0.365553, ""beta3"": 6.041502, ""tau1"": 0.602321, ""tau2"": 11.674829}"
2025-03-18,1.305614,0.981992,0.156495,6.151873,0.784314,11.974477,"{""date"": ""2025-03-18"", ""period"": ""18 Mar 2025"", ""beta0"": 1.305614, ""beta1"": 0.981992, ""beta2"": 0.156495, ""beta3"": 6.151873, ""tau1"": 0.784314, ""tau2"": 11.974477}"
2025-03-19,1.309907,0.991065,0.520749,5.935539,0.516804,11.62117,"{""date"": ""2025-03-19"", ""period"": ""19 Mar 2025"", ""beta0"": 1.309907, ""beta1"": 0.991065, ""beta2"": 0.520749, ""beta3"": 5.935539, ""tau1"": 0.516804, ""tau2"": 11.62117}"
2025-03-20,1.324022,0.987211,-0.284213,5.805833,1.002962,11.718086,"{""date"": ""2025-03-20"", ""period"": ""20 Mar 2025"", ""beta0"": 1.324022, ""beta1"": 0.987211, ""beta2"": -0.284213, ""beta3"": 5.805833, ""tau1"": 1.002962, ""tau2"": 11.718086}"
2025-03-21,1.301458,0.981478,-1.285954,6.229531,2.073067,10.767666,"{""date"": ""2025-03-21"", ""period"": ""21 Mar 2025"", ""beta0"": 1.301458, ""beta1"": 0.981478, ""beta2"": -1.285954, ""beta3"": 6.229531, ""tau1"": 2.073067, ""tau2"": 10.767666}"
2025-03-24,1.291673,0.965874,-1.300519,6.337306,2.108811,10.679906,"{""date"": ""2025-03-24"", ""period"": ""24 Mar 2025"", ""beta0"": 1.291673, ""beta1"": 0.965874, ""beta2"": -1.300519, ""beta3"": 6.337306, ""tau1"": 2.108811, ""tau2"": 10.679906}"
2025-03-25,1.302795,0.951181,-1.274573,6.342961,2.111272,10.671896,"{""date"": ""2025-03-25"", ""period"": ""25 Mar 2025"", ""beta0"": 1.302795, ""beta1"": 0.951181, ""beta2"": -1.274573, ""beta3"": 6.342961, ""tau1"": 2.111272, ""tau2"": 10.671896}"
2025-03-26,1.319376,0.950232,-0.846308,6.131524,1.54424,11.451116,"{""date"": ""2025-03-26"", ""period"": ""26 Mar 2025"", ""beta0"": 1.319376, ""beta1"": 0.950232, ""beta2"": -0.846308, ""beta3"": 6.131524, ""tau1"": 1.54424, ""tau2"": 11.451116}"
2025-03-27,1.321653,0.946622,-1.169591,6.212548,1.693699,11.037629,"{""date"": ""2025-03-27"", ""period"": ""27 Mar 2025"", ""beta0"": 1.321653, ""beta1"": 0.946622, ""beta2"": -1.169591, ""beta3"": 6.212548, ""tau1"": 1.693699, ""tau2"": 11.037629}"
2025-03-28,1.32625,0.936147,-1.422215,6.157968,1.894121,10.896475,"{""date"": ""2025-03-28"", ""period"": ""28 Mar 2025"", ""beta0"": 1.32625, ""beta1"": 0.936147, ""beta2"": -1.422215, ""beta3"": 6.157968, ""tau1"": 1.894121, ""tau2"": 10.896475}"
2025-03-31,1.323162,0.938043,-1.479645,6.09034,1.877568,10.902947,"{""date"": ""2025-03-31"", ""period"": ""31 Mar 2025"", ""beta0"": 1.323162, ""beta1"": 0.938043, ""beta2"": -1.479645, ""beta3"": 6.09034, ""tau1"": 1.877568, ""tau2"": 10.902947}"
2025-04-01,1.33991,0.973479,-1.597464,5.902755,1.851187,10.539486,"{""date"": ""2025-04-01"", ""period"": ""01 Apr 2025"", ""beta0"": 1.33991, ""beta1"": 0.973479, ""beta2"": -1.597464, ""beta3"": 5.902755, ""tau1"": 1.851187, ""tau2"": 10.539486}"
2025-04-02,1.335296,0.972985,-1.394361,5.877134,1.690693,10.990593,"{""date"": ""2025-04-02"", ""period"": ""02 Apr 2025"", ""beta0"": 1.335296, ""beta1"": 0.972985, ""beta2"": -1.394361, ""beta3"": 5.877134, ""tau1"": 1.690693, ""tau2"": 10.990593}"
2025-04-03,1.333214,0.980084,-1.850707,6.085433,1.922652,10.815119,"{""date"": ""2025-04-03"", ""period"": ""03 Apr 2025"", ""beta0"": 1.333214, ""beta1"": 0.980084, ""beta2"": -1.850707, ""beta3"": 6.085433, ""tau1"": 1.922652, ""tau2"": 10.815119}"
2025-04-04,1.341212,0.993323,-2.26896,5.918364,1.834157,10.560069,"{""date"": ""2025-04-04"", ""period"": ""04 Apr 2025"", ""beta0"": 1.341212, ""beta1"": 0.993323, ""beta2"": -2.26896, ""beta3"": 5.918364, ""tau1"": 1.834157, ""tau2"": 10.560069}"
2025-04-07,1.340204,0.996836,-2.326139,6.051974,1.725364,10.579399,"{""date"": ""2025-04-07"", ""period"": ""07 Apr 2025"", ""beta0"": 1.340204, ""beta1"": 0.996836, ""beta2"": -2.326139, ""beta3"": 6.051974, ""tau1"": 1.725364, ""tau2"": 10.579399}"
2025-04-08,1.288865,0.937059,-2.235094,6.592739,2.214785,10.261019,"{""date"": ""2025-04-08"", ""period"": ""08 Apr 2025"", ""beta0"": 1.288865, ""beta1"": 0.937059, ""beta2"": -2.235094, ""beta3"": 6.592739, ""tau1"": 2.214785, ""tau2"": 10.261019}"
2025-04-09,1.280384,0.957542,-2.145188,6.213561,1.672247,10.669192,"{""date"": ""2025-04-09"", ""period"": ""09 Apr 2025"", ""beta0"": 1.280384, ""beta1"": 0.957542, ""beta2"": -2.145188, ""beta3"": 6.213561, ""tau1"": 1.672247, ""tau2"": 10.669192}"
2025-04-10,1.26734,0.977307,-1.942176,6.08509,1.788766,10.522541,"{""date"": ""2025-04-10"", ""period"": ""10 Apr 2025"", ""beta0"": 1.26734, ""beta1"": 0.977307, ""beta2"": -1.942176, ""beta3"": 6.08509, ""tau1"": 1.788766, ""tau2"": 10.522541}"
2025-04-11,1.126018,0.946075,-1.423166,6.095819,1.505081,11.00592,"{""date"": ""2025-04-11"", ""period"": ""11 Apr 2025"", ""beta0"": 1.126018, ""beta1"": 0.946075, ""beta2"": -1.423166, ""beta3"": 6.095819, ""tau1"": 1.505081, ""tau2"": 11.00592}"
2025-04-14,1.194,1.006914,-1.268366,5.773151,1.150087,11.535638,"{""date"": ""2025-04-14"", ""period"": ""14 Apr 2025"", ""beta0"": 1.194, ""beta1"": 1.006914, ""beta2"": -1.268366, ""beta3"": 5.773151, ""tau1"": 1.150087, ""tau2"": 11.535638}"
2025-04-15,1.086911,0.904377,-1.450145,6.447795,1.891099,10.968701,"{""date"": ""2025-04-15"", ""period"": ""15 Apr 2025"", ""beta0"": 1.086911, ""beta1"": 0.904377, ""beta2"": -1.450145, ""beta3"": 6.447795, ""tau1"": 1.891099, ""tau2"": 10.968701}"
2025-04-16,1.107719,0.93205,-1.522482,6.222634,1.670962,10.90048,"{""date"": ""2025-04-16"", ""period"": ""16 Apr 2025"", ""beta0"": 1.107719, ""beta1"": 0.93205, ""beta2"": -1.522482, ""beta3"": 6.222634, ""tau1"": 1.670962, ""tau2"": 10.90048}"
2025-04-17,1.10328,0.93892,-1.477139,6.263628,1.609396,11.561495,"{""date"": ""2025-04-17"", ""period"": ""17 Apr 2025"", ""beta0"": 1.10328, ""beta1"": 0.93892, ""beta2"": -1.477139, ""beta3"": 6.263628, ""tau1"": 1.609396, ""tau2"": 11.561495}"
2025-04-22,1.143414,0.951473,-1.531598,5.980997,1.423276,11.478933,"{""date"": ""2025-04-22"", ""period"": ""22 Apr 2025"", ""beta0"": 1.143414, ""beta1"": 0.951473, ""beta2"": -1.531598, ""beta3"": 5.980997, ""tau1"": 1.423276, ""tau2"": 11.478933}"
2025-04-23,1.119467,0.908094,-1.339222,6.216202,1.618616,11.490247,"{""date"": ""2025-04-23"", ""period"": ""23 Apr 2025"", ""beta0"": 1.119467, ""beta1"": 0.908094, ""beta2"": -1.339222, ""beta3"": 6.216202, ""tau1"": 1.618616, ""tau2"": 11.490247}"
2025-04-24,1.149233,0.912321,-1.562477,6.029274,1.542333,11.546936,"{""date"": ""2025-04-24"", ""period"": ""24 Apr 2025"", ""beta0"": 1.149233, ""beta1"": 0.912321, ""beta2"": -1.562477, ""beta3"": 6.029274, ""tau1"": 1.542333, ""tau2"": 11.546936}"
2025-04-25,1.209689,0.945263,-1.696235,5.872632,1.56071,11.405153,"{""date"": ""2025-04-25"", ""period"": ""25 Apr 2025"", ""beta0"": 1.209689, ""beta1"": 0.945263, ""beta2"": -1.696235, ""beta3"": 5.872632, ""tau1"": 1.56071, ""tau2"": 11.405153}"
2025-04-28,1.150354,0.920557,-1.676653,6.302563,1.766669,11.249866,"{""date"": ""2025-04-28"", ""period"": ""28 Apr 2025"", ""beta0"": 1.150354, ""beta1"": 0.920557, ""beta2"": -1.676653, ""beta3"": 6.302563, ""tau1"": 1.766669, ""tau2"": 11.249866}"
2025-04-29,1.12627,0.891549,-1.88498,6.458515,2.111614,10.781473,"{""date"": ""2025-04-29"", ""period"": ""29 Apr 2025"", ""beta0"": 1.12627, ""beta1"": 0.891549, ""beta2"": -1.88498, ""beta3"": 6.458515, ""tau1"": 2.111614, ""tau2"": 10.781473}"
2025-04-30,1.112592,0.851853,-1.825632,6.397646,2.058181,10.92204,"{""date"": ""2025-04-30"", ""period"": ""30 Apr 2025"", ""beta0"": 1.112592, ""beta1"": 0.851853, ""beta2"": -1.825632, ""beta3"": 6.397646, ""tau1"": 2.058181, ""tau2"": 10.92204}"
2025-05-02,1.096098,0.878212,-1.775932,6.5809,2.175506,10.937351,"{""date"": ""2025-05-02"", ""period"": ""02 May 2025"", ""beta0"": 1.096098, ""beta1"": 0.878212, ""beta2"": -1.775932, ""beta3"": 6.5809, ""tau1"": 2.175506, ""tau2"": 10.937351}"
2025-05-05,1.097093,0.892815,-1.665037,6.642419,1.991622,11.319668,"{""date"": ""2025-05-05"", ""period"": ""05 May 2025"", ""beta0"": 1.097093, ""beta1"": 0.892815, ""beta2"": -1.665037, ""beta3"": 6.642419, ""tau1"": 1.991622, ""tau2"": 11.319668}"
2025-05-06,1.089411,0.919021,-1.824213,6.862292,2.131428,11.04362,"{""date"": ""2025-05-06"", ""period"": ""06 May 2025"", ""beta0"": 1.089411, ""beta1"": 0.919021, ""beta2"": -1.824213, ""beta3"": 6.862292, ""tau1"": 2.131428, ""tau2"": 11.04362}"
2025-05-07,1.096562,0.939204,-1.87613,6.589489,2.032054,11.016306,"{""date"": ""2025-05-07"", ""period"": ""07 May 2025"", ""beta0"": 1.096562, ""beta1"": 0.939204, ""beta2"": -1.87613, ""beta3"": 6.589489, ""tau1"": 2.032054, ""tau2"": 11.016306}"
2025-05-08,1.099301,0.958022,-1.707505,6.547021,1.875768,11.307077,"{""date"": ""2025-05-08"", ""period"": ""08 May 2025"", ""beta0"": 1.099301, ""beta1"": 0.958022, ""beta2"": -1.707505, ""beta3"": 6.547021, ""tau1"": 1.875768, ""tau2"": 11.307077}"
2025-05-09,1.087515,0.953445,-1.624252,6.733841,1.896299,11.185356,"{""date"": ""2025-05-09"", ""period"": ""09 May 2025"", ""beta0"": 1.087515, ""beta1"": 0.953445, ""beta2"": -1.624252, ""beta3"": 6.733841, ""tau1"": 1.896299, ""tau2"": 11.185356}"
2025-05-12,1.053443,0.932245,0.649969,6.699117,0.450933,12.515075,"{""date"": ""2025-05-12"", ""period"": ""12 May 2025"", ""beta0"": 1.053443, ""beta1"": 0.932245, ""beta2"": 0.649969, ""beta3"": 6.699117, ""tau1"": 0.450933, ""tau2"": 12.515075}"
2025-05-13,1.01409,0.922835,0.746941,6.919806,0.453712,12.450124,"{""date"": ""2025-05-13"", ""period"": ""13 May 2025"", ""beta0"": 1.01409, ""beta1"": 0.922835, ""beta2"": 0.746941, ""beta3"": 6.919806, ""tau1"": 0.453712, ""tau2"": 12.450124}"
2025-05-14,1.070282,0.9733,-0.868922,6.863869,1.56105,11.877953,"{""date"": ""2025-05-14"", ""period"": ""14 May 2025"", ""beta0"": 1.070282, ""beta1"": 0.9733, ""beta2"": -0.868922, ""beta3"": 6.863869, ""tau1"": 1.56105, ""tau2"": 11.877953}"
2025-05-15,1.089661,0.984617,-1.133886,6.765535,1.698255,11.701826,"{""date"": ""2025-05-15"", ""period"": ""15 May 2025"", ""beta0"": 1.089661, ""beta1"": 0.984617, ""beta2"": -1.133886, ""beta3"": 6.765535, ""tau1"": 1.698255, ""tau2"": 11.701826}"
2025-05-16,1.060049,0.964942,-1.109008,6.652588,1.768385,11.784312,"{""date"": ""2025-05-16"", ""period"": ""16 May 2025"", ""beta0"": 1.060049, ""beta1"": 0.964942, ""beta2"": -1.109008, ""beta3"": 6.652588, ""tau1"": 1.768385, ""tau2"": 11.784312}"
2025-05-19,1.09207,0.98414,-1.074135,6.600171,1.487542,12.014756,"{""date"": ""2025-05-19"", ""period"": ""19 May 2025"", ""beta0"": 1.09207, ""beta1"": 0.98414, ""beta2"": -1.074135, ""beta3"": 6.600171, ""tau1"": 1.487542, ""tau2"": 12.014756}"
2025-05-20,1.037803,0.937911,-1.243809,7.036023,2.035726,11.834541,"{""date"": ""2025-05-20"", ""period"": ""20 May 2025"", ""beta0"": 1.037803, ""beta1"": 0.937911, ""beta2"": -1.243809, ""beta3"": 7.036023, ""tau1"": 2.035726, ""tau2"": 11.834541}"
2025-05-21,1.042823,0.958692,-0.914649,7.03568,1.629986,12.500901,"{""date"": ""2025-05-21"", ""period"": ""21 May 2025"", ""beta0"": 1.042823, ""beta1"": 0.958692, ""beta2"": -0.914649, ""beta3"": 7.03568, ""tau1"": 1.629986, ""tau2"": 12.500901}"
2025-05-22,1.063273,0.980042,-1.030984,7.072921,1.52752,12.501891,"{""date"": ""2025-05-22"", ""period"": ""22 May 2025"", ""beta0"": 1.063273, ""beta1"": 0.980042, ""beta2"": -1.030984, ""beta3"": 7.072921, ""tau1"": 1.52752, ""tau2"": 12.501891}"
2025-05-23,1.077342,0.99259,-1.203374,6.792241,1.394371,12.563331,"{""date"": ""2025-05-23"", ""period"": ""23 May 2025"", ""beta0"": 1.077342, ""beta1"": 0.99259, ""beta2"": -1.203374, ""beta3"": 6.792241, ""tau1"": 1.394371, ""tau2"": 12.563331}"
2025-05-26,0.997155,0.932331,-1.239638,7.052928,1.94713,11.898083,"{""date"": ""2025-05-26"", ""period"": ""26 May 2025"", ""beta0"": 0.997155, ""beta1"": 0.932331, ""beta2"": -1.239638, ""beta3"": 7.052928, ""tau1"": 1.94713, ""tau2"": 11.898083}"
2025-05-27,1.002148,0.918741,-1.021554,6.803367,1.784016,12.169681,"{""date"": ""2025-05-27"", ""period"": ""27 May 2025"", ""beta0"": 1.002148, ""beta1"": 0.918741, ""beta2"": -1.021554, ""beta3"": 6.803367, ""tau1"": 1.784016, ""tau2"": 12.169681}"
2025-05-28,1.009982,0.953615,-1.042167,6.800248,1.776628,12.175589,"{""date"": ""2025-05-28"", ""period"": ""28 May 2025"", ""beta0"": 1.009982, ""beta1"": 0.953615, ""beta2"": -1.042167, ""beta3"": 6.800248, ""tau1"": 1.776628, ""tau2"": 12.175589}"
2025-05-29,1.002004,0.923815,-1.155395,6.767091,1.936833,12.04153,"{""date"": ""2025-05-29"", ""period"": ""29 May 2025"", ""beta0"": 1.002004, ""beta1"": 0.923815, ""beta2"": -1.155395, ""beta3"": 6.767091, ""tau1"": 1.936833, ""tau2"": 12.04153}"
2025-05-30,1.016118,0.899349,-1.092174,6.735744,1.953736,12.270974,"{""date"": ""2025-05-30"", ""period"": ""30 May 2025"", ""beta0"": 1.016118, ""beta1"": 0.899349, ""beta2"": -1.092174, ""beta3"": 6.735744, ""tau1"": 1.953736, ""tau2"": 12.270974}"
2025-06-02,1.019158,0.918381,-1.443788,6.920755,2.346484,11.755306,"{""date"": ""2025-06-02"", ""period"": ""02 Jun 2025"", ""beta0"": 1.019158, ""beta1"": 0.918381, ""beta2"": -1.443788, ""beta3"": 6.920755, ""tau1"": 2.346484, ""tau2"": 11.755306}"
2025-06-03,1.027824,0.92405,-1.301851,6.707383,1.972166,12.059754,"{""date"": ""2025-06-03"", ""period"": ""03 Jun 2025"", ""beta0"": 1.027824, ""beta1"": 0.92405, ""beta2"": -1.301851, ""beta3"": 6.707383, ""tau1"": 1.972166, ""tau2"": 12.059754}"
2025-06-04,1.026784,0.866626,-1.055981,6.745876,2.026374,12.273727,"{""date"": ""2025-06-04"", ""period"": ""04 Jun 2025"", ""beta0"": 1.026784, ""beta1"": 0.866626, ""beta2"": -1.055981, ""beta3"": 6.745876, ""tau1"": 2.026374, ""tau2"": 12.273727}"
2025-06-05,0.993772,0.861254,0.322003,6.635629,0.670345,12.689584,"{""date"": ""2025-06-05"", ""period"": ""05 Jun 2025"", ""beta0"": 0.993772, ""beta1"": 0.861254, ""beta2"": 0.322003, ""beta3"": 6.635629, ""tau1"": 0.670345, ""tau2"": 12.689584}"
2025-06-06,1.031821,0.86756,-0.84236,6.658403,2.079516,12.12738,"{""date"": ""2025-06-06"", ""period"": ""06 Jun 2025"", ""beta0"": 1.031821, ""beta1"": 0.86756, ""beta2"": -0.84236, ""beta3"": 6.658403, ""tau1"": 2.079516, ""tau2"": 12.12738}"
2025-06-09,1.009632,0.883535,-1.095488,6.919562,2.337682,11.82038,"{""date"": ""2025-06-09"", ""period"": ""09 Jun 2025"", ""beta0"": 1.009632, ""beta1"": 0.883535, ""beta2"": -1.095488, ""beta3"": 6.919562, ""tau1"": 2.337682, ""tau2"": 11.82038}"
2025-06-10,0.976577,0.916621,-1.226679,6.790875,2.43587,11.437287,"{""date"": ""2025-06-10"", ""period"": ""10 Jun 2025"", ""beta0"": 0.976577, ""beta1"": 0.916621, ""beta2"": -1.226679, ""beta3"": 6.790875, ""tau1"": 2.43587, ""tau2"": 11.437287}"
2025-06-11,0.975624,0.91935,-0.607112,6.663673,1.582813,12.456784,"{""date"": ""2025-06-11"", ""period"": ""11 Jun 2025"", ""beta0"": 0.975624, ""beta1"": 0.91935, ""beta2"": -0.607112, ""beta3"": 6.663673, ""tau1"": 1.582813, ""tau2"": 12.456784}"
2025-06-12,0.904845,0.977872,-0.741577,6.815022,1.901189,12.568325,"{""date"": ""2025-06-12"", ""period"": ""12 Jun 2025"", ""beta0"": 0.904845, ""beta1"": 0.977872, ""beta2"": -0.741577, ""beta3"": 6.815022, ""tau1"": 1.901189, ""tau2"": 12.568325}"
